gene_id,COOY,CYOO,CYOY,XLOOO,XLOOY,XLOOY2,XLOOY3,XLYOY
ENSMUSG00000098104|Gm6085,241,187,164,227,238,202,249,281
ENSMUSG00000009090|Ap1b1,5672,4823,4017,5217,4345,4535,4003,4261
ENSMUSG00000088634|Gm24958,0,0,0,5,2,4,3,0
ENSMUSG00000085232|Gm11962,4,13,1,0,8,2,0,1
ENSMUSG00000085189|Gm11963,143,123,64,60,145,71,51,99
ENSMUSG00000020393|Kremen1,1120,1144,1386,1434,1228,1500,1187,1089
ENSMUSG00000064632|Gm25142,0,0,0,0,0,0,0,0
ENSMUSG00000041961|Znrf3,394,467,643,712,603,656,660,675
ENSMUSG00000034201|Gas2l1,2042,1629,2108,2019,1798,2119,1501,1731
ENSMUSG00000034209|Rasl10a,10,7,6,6,15,13,14,6
ENSMUSG00000009079|Ewsr1,4284,4755,4479,7122,5680,7527,5203,7568
ENSMUSG00000034175|Rhbdd3,1065,893,728,780,622,782,584,489
ENSMUSG00000034164|Emid1,98,35,26,81,24,79,53,52
ENSMUSG00000020481|Ankrd36,5,0,1,0,0,0,0,4
ENSMUSG00000081691|Gm11965,0,0,0,0,0,0,0,0
ENSMUSG00000081021|Gm11964,681,512,529,545,447,520,494,471
ENSMUSG00000020484|Xbp1,23910,27859,18398,16731,19921,10947,17820,25187
ENSMUSG00000020482|Ccdc117,1555,2310,1575,1414,1644,1094,1024,1362
ENSMUSG00000080904|Gm11966,15,21,13,11,18,8,5,3
ENSMUSG00000020477|Mrps24,4023,3067,2853,2184,1666,2353,1781,1643
ENSMUSG00000049680|Urgcp,1748,1929,1130,2079,1819,1681,2042,2202
ENSMUSG00000083844|Ube2d-ps,1011,988,877,537,593,723,395,389
ENSMUSG00000020474|Polm,183,223,174,278,188,279,284,248
ENSMUSG00000020469|Myl7,45,0,0,17,11,11,0,0
ENSMUSG00000020476|Dbnl,3251,2655,2518,4752,4482,5471,3785,3775
ENSMUSG00000020475|Pgam2,40,45,21,20,42,60,12,9
ENSMUSG00000020471|Pold2,1142,1062,770,552,452,606,445,343
ENSMUSG00000020473|Aebp1,304,240,153,215,281,179,270,368
ENSMUSG00000020447|Npc1l1,25,0,9,4,0,4,0,7
ENSMUSG00000004393|Ddx56,1997,1656,1477,1933,1581,1809,1614,2010
ENSMUSG00000004394|Tmed4,4046,3721,2780,3383,3370,4063,3109,3066
ENSMUSG00000041798|Gck,3225,5289,5637,4260,1942,5086,2473,1427
ENSMUSG00000057897|Camk2b,1273,25,14,127,91,19,4,0
ENSMUSG00000053838|Nudcd3,3631,3339,2681,2986,2463,3749,2290,2171
ENSMUSG00000083209|Gm11969,0,0,0,0,0,0,0,0
ENSMUSG00000084819|Gm11967,51,45,53,86,27,107,76,65
ENSMUSG00000002741|Ykt6,5170,5649,4420,4625,3760,4928,3531,3954
ENSMUSG00000083022|Rps15a-ps6,9,8,2,17,17,14,12,7
ENSMUSG00000096923|A730071L15Rik,4,1,0,0,0,1,0,0
ENSMUSG00000020456|Ogdh,10345,8324,7054,8789,8770,7690,9250,10797
ENSMUSG00000083693|Gm11971,2,3,0,0,0,0,0,0
ENSMUSG00000085156|Snhg15,171,189,148,446,245,368,328,446
ENSMUSG00000064513|Snora9,1,1,1,1,1,1,1,1
ENSMUSG00000020437|Myo1g,162,129,68,1559,2175,2217,1175,1059
ENSMUSG00000041126|H2az2,2480,2828,1880,1436,1072,1915,1014,651
ENSMUSG00000086839|Gm11973,9,10,12,7,0,6,0,0
ENSMUSG00000094483|Purb,1201,3418,2221,3699,3158,3125,1714,3230
ENSMUSG00000092885|Gm22123,1,1,1,1,1,1,1,1
ENSMUSG00000084231|Gm11975,0,0,0,2,0,0,0,0
ENSMUSG00000000378|Ccm2,1175,1112,1093,1180,1183,1341,1168,959
ENSMUSG00000086373|Gm11978,0,0,0,0,0,0,0,0
ENSMUSG00000041046|Ramp3,3,21,11,168,106,36,165,195
ENSMUSG00000000384|Tbrg4,3254,2833,2472,3325,2932,2757,2901,3667
ENSMUSG00000064495|Gm24313,0,0,2,0,0,0,0,2
ENSMUSG00000065686|Snora5c,1,1,1,1,1,1,1,1
ENSMUSG00000020429|Igfbp1,261,102,515,125531,83344,130445,169628,291723
ENSMUSG00000082579|Gm11979,0,4,0,0,0,0,0,0
ENSMUSG00000083819|Gm11977,1,0,0,0,0,0,0,0
ENSMUSG00000020431|Adcy1,93,28,64,1000,1143,1600,2018,4801
ENSMUSG00000041164|Zmiz2,2157,1719,1916,2281,2176,2453,1838,1693
ENSMUSG00000098516|Mir7651,0,0,0,0,0,0,0,0
ENSMUSG00000071866|Ppia,51701,48780,38067,41357,33173,46114,35643,33023
ENSMUSG00000083553|Gm11989,10,3,0,0,3,0,4,0
ENSMUSG00000087637|Gm11986,0,0,0,0,0,0,0,0
ENSMUSG00000020427|Igfbp3,4216,3301,3098,1310,1080,1162,1363,3557
ENSMUSG00000081629|Eif3s6-ps1,1,19,13,19,19,6,7,8
ENSMUSG00000101841|Gm11993,256,142,128,259,126,285,196,228
ENSMUSG00000020407|Upp1,75,68,79,2378,1962,1039,2610,3816
ENSMUSG00000020413|Hus1,446,698,541,678,468,434,497,796
ENSMUSG00000040985|Sun3,7,16,4,4,0,10,0,0
ENSMUSG00000040978|Gm11992,28,59,68,4,0,28,10,6
ENSMUSG00000035455|Fignl1,74,135,133,366,205,226,131,151
ENSMUSG00000046634|Pkd1l1,0,3,5,0,0,11,0,7
ENSMUSG00000119478|AL645571.1,0,0,0,0,0,0,0,0
ENSMUSG00000082095|Gm11991,23,62,59,44,49,37,26,40
ENSMUSG00000020422|Tns3,2855,3226,3024,3543,2977,2966,2955,3834
ENSMUSG00000085652|Gm11999,0,0,0,0,0,0,0,0
ENSMUSG00000018654|Ikzf1,143,226,186,2238,2603,2701,1429,1137
ENSMUSG00000073145|Gm12000,0,0,0,0,4,7,0,5
ENSMUSG00000020193|Zpbp,0,4,0,6,10,5,12,10
ENSMUSG00000082875|Gm12598,0,0,0,0,0,0,0,0
ENSMUSG00000064766|Gm26458,0,0,0,0,0,0,0,0
ENSMUSG00000020191|Spata48,0,0,0,0,4,9,0,0
ENSMUSG00000081325|Gm12599,4,0,0,0,3,0,3,4
ENSMUSG00000084055|Gm12004,14,20,20,4,0,14,0,7
ENSMUSG00000084183|Gm12009,141,89,108,116,100,150,86,123
ENSMUSG00000020173|Cobl,1583,2044,1324,912,796,798,704,824
ENSMUSG00000086584|Gm12002,0,0,0,0,0,0,0,0
ENSMUSG00000084347|Akt2-ps,803,821,545,580,549,562,567,614
ENSMUSG00000078974|Sec61g,4537,4341,3619,3473,2318,3675,2514,2709
ENSMUSG00000081332|Gm12664,0,0,0,0,0,0,0,20
ENSMUSG00000119782|BX255277.1,0,0,0,0,0,0,0,0
ENSMUSG00000101316|Gm12663,331,436,381,234,221,213,162,242
ENSMUSG00000020182|Ddc,15430,14017,10495,6931,4431,5085,7290,6175
ENSMUSG00000086391|1700042O10Rik,0,14,4,5,3,0,0,0
ENSMUSG00000087990|Gm25058,0,0,0,0,0,0,0,0
ENSMUSG00000020176|Grb10,1443,1756,1333,1738,1734,958,1525,2043
ENSMUSG00000044966|Fbxo48,4,11,11,30,20,10,13,6
ENSMUSG00000087060|Eldr,16,6,8,23,20,22,14,0
ENSMUSG00000082099|Gm12013,7,7,5,9,7,13,8,4
ENSMUSG00000020120|Plek,128,248,173,4080,4130,5819,2074,2761
ENSMUSG00000083752|Gm12014,0,0,0,0,0,0,0,0
ENSMUSG00000044629|Cnrip1,97,69,92,82,115,111,69,84
ENSMUSG00000081302|Gm12020,6,3,11,8,20,14,5,11
ENSMUSG00000016984|Etaa1,177,428,319,211,164,199,150,228
ENSMUSG00000086468|Etaa1os,14,36,4,2,3,6,9,0
ENSMUSG00000000581|C1d,791,2550,1726,2203,1217,2097,1369,1757
ENSMUSG00000082100|Glns-ps1,634,695,502,521,561,735,444,445
ENSMUSG00000078970|Wdr92,627,768,623,566,514,462,460,364
ENSMUSG00000020116|Pno1,1581,2236,1489,2318,1783,2005,1475,2781
ENSMUSG00000033953|Ppp3r1,1396,2416,1780,4180,3286,3921,3567,3698
ENSMUSG00000020160|Meis1,233,248,393,126,171,125,59,90
ENSMUSG00000104244|2900018N21Rik,0,4,0,0,0,0,0,0
ENSMUSG00000103828|2610001A08Rik,0,0,0,0,0,0,0,0
ENSMUSG00000084085|Gm16140,0,0,0,0,0,0,0,0
ENSMUSG00000087507|Gm16141,0,0,0,0,0,0,0,0
ENSMUSG00000104184|Gm37818,13,33,19,1,2,3,1,1
ENSMUSG00000045671|Spred2,784,901,766,961,870,1153,1201,1307
ENSMUSG00000020152|Actr2,3021,7172,4933,8465,6872,10873,5015,9578
ENSMUSG00000085091|Egfros,0,35,53,10,33,16,6,22
ENSMUSG00000020122|Egfr,34534,51354,21109,34436,29365,37972,27422,59475
ENSMUSG00000020149|Rab1a,8855,10559,8907,12505,10165,12563,9767,13058
ENSMUSG00000044066|Cep68,778,1119,721,649,646,518,512,466
ENSMUSG00000083555|Gm12035,0,0,0,0,0,0,0,0
ENSMUSG00000049800|Sertad2,971,1477,1260,1635,1153,1616,1687,1725
ENSMUSG00000042363|Lgalsl,399,646,815,1535,939,897,982,1291
ENSMUSG00000049659|Aftph,1278,2258,1581,2368,2040,2227,1825,3231
ENSMUSG00000084252|Gm12036,0,0,0,0,0,0,0,0
ENSMUSG00000084259|Gm12040,3,0,0,0,0,0,0,3
ENSMUSG00000020134|Peli1,870,1305,964,1374,1282,1274,902,1540
ENSMUSG00000084362|2610024D14Rik,0,0,0,0,0,0,0,0
ENSMUSG00000020142|Slc1a4,823,706,1210,4249,2997,4133,2837,2762
ENSMUSG00000078965|Gm12033,5555,4359,4041,15124,11357,8974,16402,20412
ENSMUSG00000089155|Gm23582,0,0,0,0,0,0,0,0
ENSMUSG00000020128|Vps54,1292,2916,1831,2045,2224,1882,1368,2167
ENSMUSG00000084048|Gm12042,0,0,5,0,0,0,0,0
ENSMUSG00000001891|Ugp2,10165,21875,13070,33141,25491,26791,20573,33337
ENSMUSG00000089555|Mir1933,0,0,0,0,0,0,0,0
ENSMUSG00000081868|Gm12039,2,0,0,3,0,0,0,1
ENSMUSG00000087253|Gm12043,2,4,4,13,5,6,6,11
ENSMUSG00000049904|Tmem17,109,105,69,100,61,87,81,34
ENSMUSG00000042302|Ehbp1,563,1335,823,728,472,733,409,349
ENSMUSG00000084081|Gm12057,0,0,0,1,0,3,0,0
ENSMUSG00000082576|Gm12058,0,0,0,0,0,0,0,0
ENSMUSG00000051650|B3gnt2,546,1987,1147,2061,2264,2163,1978,2849
ENSMUSG00000092455|Gm20456,0,0,0,0,0,0,0,3
ENSMUSG00000065869|Gm24917,0,0,0,0,0,0,0,0
ENSMUSG00000098650|Commd1b,1110,0,0,151,0,0,0,0
ENSMUSG00000092626|9130230N09Rik,32,39,30,35,25,0,20,24
ENSMUSG00000051355|Commd1,2561,3173,2268,1795,1664,2508,1549,1290
ENSMUSG00000044068|Zrsr1,851,1298,826,881,791,860,772,879
ENSMUSG00000085665|Gm12059,62,47,42,14,22,9,17,0
ENSMUSG00000049811|Fam161a,102,148,67,48,6,41,42,27
ENSMUSG00000007739|Cct4,5218,5758,4208,6572,4238,6357,3852,5784
ENSMUSG00000020290|Xpo1,752,2142,1388,2297,1985,2220,1072,2379
ENSMUSG00000042208|0610010F05Rik,189,943,648,405,525,756,164,363
ENSMUSG00000020275|Rel,182,370,325,1271,1008,1282,973,1267
ENSMUSG00000020273|Papolg,137,513,263,348,366,347,200,258
ENSMUSG00000084769|Gm12061,0,2,0,0,0,0,4,0
ENSMUSG00000082607|Gm12045,0,0,0,0,3,5,0,0
ENSMUSG00000082040|Gm12046,0,0,0,0,0,0,0,0
ENSMUSG00000078962|4932414J04Rik,0,0,0,1,0,0,1,0
ENSMUSG00000020321|Mdh1,54814,44490,34930,32403,23295,28430,28419,24103
ENSMUSG00000020319|Wdpcp,135,103,103,39,45,81,64,19
ENSMUSG00000083761|Pgam1-ps1,0,0,0,0,6,0,3,2
ENSMUSG00000084004|Gm12047,0,0,0,0,0,0,0,0
ENSMUSG00000000861|Bcl11a,20,13,7,267,190,143,167,71
ENSMUSG00000086612|Gm12064,0,0,0,0,0,0,0,0
ENSMUSG00000085516|4930538E20Rik,0,0,0,1,1,0,0,0
ENSMUSG00000056342|Usp34,924,3235,2826,2020,2727,2072,928,2539
ENSMUSG00000020288|Ahsa2,1273,1743,1186,588,584,787,469,375
ENSMUSG00000086459|1700030C12Rik,0,1,1,2,1,0,0,0
ENSMUSG00000065591|Gm22753,5,2,5,9,6,4,0,4
ENSMUSG00000106362|Gm47279,1,1,1,1,1,1,1,1
ENSMUSG00000020280|Pus10,737,1393,882,1000,960,997,613,848
ENSMUSG00000020283|Pex13,2350,4045,2789,2692,2439,2756,1916,3012
ENSMUSG00000032985|5730522E02Rik,7,8,20,4,3,5,0,0
ENSMUSG00000064761|Gm23514,0,0,0,0,0,0,0,0
ENSMUSG00000099015|Mir6372,0,0,0,0,0,0,0,0
ENSMUSG00000004018|Fancl,481,629,500,365,250,604,221,219
ENSMUSG00000081811|Gm12713,0,0,0,2,0,0,0,0
ENSMUSG00000064090|Vrk2,201,274,207,408,465,624,386,355
ENSMUSG00000068314|Gm6899,0,0,6,4,16,11,0,17
ENSMUSG00000032889|Gm6685,270,294,178,180,164,139,90,140
ENSMUSG00000081695|Rpsa-ps5,1,0,0,4,0,4,0,4
ENSMUSG00000020467|Efemp1,377,259,200,303,284,486,269,242
ENSMUSG00000020464|Pnpt1,617,1612,1267,1175,1363,1386,678,1538
ENSMUSG00000020463|Ppp4r3b,523,2471,1527,1551,1901,1793,724,2043
ENSMUSG00000119918|BX000351.1,0,0,1,0,0,0,0,0
ENSMUSG00000086725|A630052C17Rik,37,42,87,93,110,87,41,69
ENSMUSG00000020462|Cfap36,678,1049,558,1065,439,857,733,828
ENSMUSG00000032740|Ccdc88a,26,89,45,107,143,245,52,117
ENSMUSG00000032673|Prorsd1,554,673,522,441,523,792,476,777
ENSMUSG00000082038|Gm12071,0,0,0,0,0,0,0,0
ENSMUSG00000069939|Gm12070,4509,3592,3118,11507,9366,6683,12781,15886
ENSMUSG00000020459|Mtif2,1313,2406,1786,971,991,874,472,661
ENSMUSG00000085893|Gm12091,127,110,111,98,137,92,72,86
ENSMUSG00000084850|Gm12092,0,0,0,0,0,0,0,0
ENSMUSG00000020460|Rps27a,3484,4711,8638,14241,5869,10876,8340,14800
ENSMUSG00000020461|Clhc1,0,0,0,0,0,0,0,0
ENSMUSG00000081575|Gm12090,0,0,0,0,0,0,0,0
ENSMUSG00000082078|Gm12098,0,0,0,0,0,0,0,0
ENSMUSG00000060923|Acyp2,96,110,65,122,91,198,52,109
ENSMUSG00000081712|Gm12096,12,12,15,18,32,16,0,11
ENSMUSG00000081887|Gm12097,20,43,25,46,32,39,19,23
ENSMUSG00000083917|Gm12093,0,0,0,0,0,0,0,0
ENSMUSG00000020458|Rtn4,4429,6754,5282,9244,7136,10065,5031,5945
ENSMUSG00000044072|Eml6,27,37,3,31,38,82,18,20
ENSMUSG00000078157|Fem1al,0,4,0,4,5,9,8,7
ENSMUSG00000080851|Gm12094,0,0,3,0,0,0,0,0
ENSMUSG00000088135|Gm22588,0,0,0,0,0,0,0,0
ENSMUSG00000080906|Gm12095,0,0,0,0,3,4,0,0
ENSMUSG00000020315|Sptbn1,3428,5000,4606,6099,5360,5229,5023,5966
ENSMUSG00000073073|Gm8098,0,0,0,0,0,7,0,0
ENSMUSG00000101872|Gm29237,3,11,4,0,0,7,4,19
ENSMUSG00000040850|Psme4,4001,7945,6209,4300,4362,4622,2674,3577
ENSMUSG00000086986|Gm12103,0,0,0,0,0,0,0,0
ENSMUSG00000020303|Stc2,12,16,11,56,18,36,35,48
ENSMUSG00000085772|D630024D03Rik,192,157,54,5,3,20,0,0
ENSMUSG00000044502|Bod1,1840,1665,1610,1311,1010,1182,976,1011
ENSMUSG00000020279|Il9r,3,6,0,0,6,9,0,0
ENSMUSG00000020305|Asb3,366,400,344,374,281,451,310,364
ENSMUSG00000084146|Gm12104,0,0,0,0,0,0,0,0
ENSMUSG00000020311|Erlec1,1810,2125,1628,2494,2065,2502,2190,2231
ENSMUSG00000082213|Gm12102,0,0,0,0,0,0,0,0
ENSMUSG00000043999|Gpr75,3,5,0,0,3,0,0,0
ENSMUSG00000020309|Chac2,1441,2854,1497,970,989,1056,514,468
ENSMUSG00000020297|Nsg2,6,13,0,46,61,54,38,22
ENSMUSG00000020300|Cpeb4,786,2128,2065,2826,1894,1906,1191,2947
ENSMUSG00000040767|Snrnp25,401,386,634,381,220,359,225,229
ENSMUSG00000020282|Rhbdf1,414,365,772,805,614,648,825,1157
ENSMUSG00000044056|Efcab9,5,7,7,0,4,4,0,0
ENSMUSG00000044949|Ubtd2,68,74,28,224,175,130,140,204
ENSMUSG00000040711|Sh3pxd2b,147,137,167,1714,1559,1694,1312,1844
ENSMUSG00000020272|Stk10,645,450,555,1279,1386,1701,1127,1206
ENSMUSG00000081076|Rpsa-ps4,107,56,52,104,72,87,27,43
ENSMUSG00000085402|Gm12111,0,0,0,0,0,0,0,0
ENSMUSG00000081254|Gm12112,13,39,58,54,25,51,5,33
ENSMUSG00000057967|Fgf18,3,0,0,0,0,0,0,4
ENSMUSG00000020271|Fbxw11,3113,3330,2644,4636,3388,3635,4067,4586
ENSMUSG00000099902|Gm12115,121,135,129,119,57,117,68,100
ENSMUSG00000020159|Gabrp,6,31,0,10,0,3,7,4
ENSMUSG00000057113|Npm1,2552,5076,3018,8184,6472,6771,4296,9880
ENSMUSG00000069910|Spdl1,67,121,92,106,145,196,115,98
ENSMUSG00000087501|Gm12116,0,0,0,0,0,4,0,0
ENSMUSG00000098456|Gm12117,0,0,0,0,0,0,0,0
ENSMUSG00000040594|Ranbp17,17,23,0,23,40,14,7,3
ENSMUSG00000083471|Gm12118,0,0,0,0,0,0,0,0
ENSMUSG00000069913|Anp32-ps,9,0,7,3,0,4,4,5
ENSMUSG00000065553|Mir103-1,0,0,0,0,0,0,0,0
ENSMUSG00000018846|Pank3,1308,4944,2470,2664,2608,3350,1428,2734
ENSMUSG00000018848|Rars,1796,2217,1998,3001,2533,2297,2132,3011
ENSMUSG00000053519|Kcnip1,0,0,0,0,0,0,0,0
ENSMUSG00000085240|Gm12119,0,0,0,0,0,0,0,0
ENSMUSG00000087328|Gm12120,0,0,0,0,0,0,0,0
ENSMUSG00000085684|4930469K13Rik,0,0,0,0,2,6,0,0
ENSMUSG00000002699|Lcp2,359,289,253,2626,3304,3684,1564,1596
ENSMUSG00000020155|Kcnmb1,12,26,4,5,0,7,0,0
ENSMUSG00000056427|Slit3,16,35,26,106,53,36,46,142
ENSMUSG00000088125|Gm26070,0,0,0,0,0,0,0,0
ENSMUSG00000082309|Gm12123,0,0,0,0,0,0,0,0
ENSMUSG00000086311|Gm12122,0,0,0,0,0,0,0,0
ENSMUSG00000065583|Mir218-2,0,0,0,0,0,0,0,0
ENSMUSG00000020143|Dock2,216,299,172,1030,1254,1902,774,819
ENSMUSG00000087122|4930403D09Rik,0,0,0,0,0,0,0,0
ENSMUSG00000069911|Insyn2b,0,0,0,0,0,1,0,0
ENSMUSG00000082087|Gm12138,1,0,3,27,5,5,0,112
ENSMUSG00000042032|Mat2b,2208,2364,1697,2182,1694,2354,1553,2288
ENSMUSG00000018849|Wwc1,4576,4663,5505,1907,2492,2111,827,1451
ENSMUSG00000020287|Mpg,741,602,567,609,445,607,475,465
ENSMUSG00000020289|Nprl3,966,879,960,782,744,683,524,852
ENSMUSG00000055609|Hba-x,0,0,0,0,0,0,0,0
ENSMUSG00000020295|Hbq1a,0,0,0,0,0,0,0,0
ENSMUSG00000069919|Hba-a1,41635,13423,20578,27453,21383,21456,19321,8810
ENSMUSG00000073063|Hbq1b,9,0,0,62,39,33,49,23
ENSMUSG00000069917|Hba-a2,23515,7757,10891,14784,12308,9395,11104,4668
ENSMUSG00000020330|Hmmr,195,353,338,419,358,386,182,161
ENSMUSG00000020328|Nudcd2,1643,2522,1587,2106,1612,1936,1445,1913
ENSMUSG00000084129|Hmgb1-ps1,17,22,29,29,26,12,26,12
ENSMUSG00000020326|Ccng1,1454,2716,1951,2436,2458,2464,1700,2383
ENSMUSG00000058809|Hspd1-ps3,906,1972,877,371,832,696,950,437
ENSMUSG00000046491|C1qtnf2,107,109,68,15,18,46,4,4
ENSMUSG00000085239|Gm12150,0,0,0,0,0,0,0,0
ENSMUSG00000044707|Ccnjl,12,11,0,79,25,26,92,116
ENSMUSG00000044950|Pwwp2a,291,893,399,733,811,591,590,639
ENSMUSG00000020415|Pttg1,496,329,434,548,347,526,281,164
ENSMUSG00000020409|Slu7,1448,1930,1492,2000,1871,1921,1688,2697
ENSMUSG00000041278|Ttc1,1061,1350,862,1631,1380,1736,1371,1849
ENSMUSG00000041231|Ublcp1,630,771,647,502,482,424,353,401
ENSMUSG00000104099|Gm37312,0,0,0,0,0,0,0,0
ENSMUSG00000080981|Gm12161,2,3,0,0,8,0,0,0
ENSMUSG00000050541|Adra1b,6245,5414,4601,1065,888,2511,652,174
ENSMUSG00000019189|Rnf145,3220,2697,2999,4163,4722,5752,2811,3389
ENSMUSG00000057098|Ebf1,0,11,24,38,36,66,17,6
ENSMUSG00000085784|Gm12158,0,0,0,0,0,0,0,0
ENSMUSG00000069899|Gm12166,61,116,50,115,63,190,105,142
ENSMUSG00000044847|Lsm11,303,354,259,281,275,227,237,174
ENSMUSG00000011254|Thg1l,219,250,221,337,278,436,145,318
ENSMUSG00000020395|Itk,31,38,36,323,462,361,379,242
ENSMUSG00000085853|Gm12167,0,0,0,0,0,0,0,4
ENSMUSG00000082530|Gm12168,50,28,27,56,66,36,99,22
ENSMUSG00000011256|Adam19,184,171,131,593,581,365,619,342
ENSMUSG00000098942|Mir8100,0,0,0,0,0,0,0,0
ENSMUSG00000086998|Gm16033,0,0,0,0,0,0,0,0
ENSMUSG00000087607|Gm16034,0,0,0,0,0,0,0,0
ENSMUSG00000020397|Med7,597,749,560,1054,766,888,800,1170
ENSMUSG00000020399|Havcr2,10,12,15,458,282,446,514,368
ENSMUSG00000020340|Cyfip2,171,212,155,1114,849,1431,678,714
ENSMUSG00000048721|Fndc9,0,0,4,23,35,10,17,21
ENSMUSG00000081078|Gm12568,0,0,0,0,0,0,1,0
ENSMUSG00000083017|Gm12163,0,0,0,0,0,0,0,0
ENSMUSG00000086686|F630206G17Rik,2,0,0,0,0,0,0,0
ENSMUSG00000081251|Gm12164,49,23,32,39,10,27,52,33
ENSMUSG00000006169|Clint1,3147,3768,2775,6394,5112,4702,5473,6764
ENSMUSG00000083159|Gm12180,7,9,3,0,3,3,3,0
ENSMUSG00000081952|Gm12178,29,35,38,47,40,31,34,60
ENSMUSG00000055546|Timd4,508,601,411,189,444,1640,172,90
ENSMUSG00000082454|Gm12183,650,1009,895,1692,1127,1674,1223,1888
ENSMUSG00000064010|Dppa1,0,0,0,0,0,0,0,0
ENSMUSG00000086909|Gm4926,0,0,0,0,0,0,0,0
ENSMUSG00000080970|Gm12173,0,0,0,0,0,0,0,0
ENSMUSG00000040405|Havcr1,134,275,210,65,56,82,20,6
ENSMUSG00000040413|Timd2,9868,12231,8887,3827,3392,4891,2172,1413
ENSMUSG00000080776|Gm12174,438,330,305,608,351,516,320,558
ENSMUSG00000040350|Trim7,727,800,644,692,376,374,573,664
ENSMUSG00000078154|Gm12184,958,795,708,701,816,799,717,752
ENSMUSG00000086245|Gm16170,23,108,58,104,36,57,93,87
ENSMUSG00000058163|Gm5431,114,74,133,539,562,405,627,915
ENSMUSG00000046879|Irgm1,5869,5688,4964,16314,23811,14120,13150,14181
ENSMUSG00000064500|Gm25296,0,1,0,1,1,1,1,1
ENSMUSG00000020372|Rack1,31077,24395,20514,27591,22717,30102,20043,28132
ENSMUSG00000040365|Trim41,1709,2067,1641,2419,2395,2782,1658,2026
ENSMUSG00000064725|Snord96a,1,1,1,1,1,1,1,1
ENSMUSG00000064780|Snord95,1,1,1,1,1,1,1,1
ENSMUSG00000040283|Btnl9,110,0,24,27,40,36,23,25
ENSMUSG00000107417|Olfr1383,3,2,0,0,0,0,0,0
ENSMUSG00000101750|Olfr1392,7,0,0,0,0,0,0,0
ENSMUSG00000059864|Olfr1393,17,3,0,4,0,7,0,3
ENSMUSG00000047702|Olfr1388,3,2,3,1,0,0,2,0
ENSMUSG00000048852|Gm12185,4,11,14,202,330,113,138,176
ENSMUSG00000069893|9930111J21Rik1,19,100,46,513,426,564,323,562
ENSMUSG00000040328|Olfr56,10,0,4,453,343,741,281,603
ENSMUSG00000078922|Tgtp1,2064,3326,1480,37783,57128,26846,25768,29150
ENSMUSG00000084153|Gm12186,0,0,5,4,3,0,0,0
ENSMUSG00000069892|9930111J21Rik2,41,145,82,590,609,523,318,863
ENSMUSG00000078921|Tgtp2,1564,2814,1254,26615,42060,12445,17711,19484
ENSMUSG00000083178|Gm12187,0,0,0,6,2,0,5,0
ENSMUSG00000078920|Ifi47,3702,4794,2776,10151,14092,9376,7812,10241
ENSMUSG00000047511|Olfr1396,0,0,0,3,0,4,7,18
ENSMUSG00000078153|Psme2b,1759,2036,1383,3013,1951,4453,2401,2716
ENSMUSG00000082116|Gm12188,1,5,14,18,49,8,9,41
ENSMUSG00000046311|Zfp62,101,840,362,624,455,657,269,805
ENSMUSG00000020346|Mgat1,5904,4902,4010,4619,3639,4981,3779,3813
ENSMUSG00000020363|Gfpt2,56,20,49,602,489,223,390,470
ENSMUSG00000020357|Flt4,2420,2466,2150,4731,4250,3922,4030,4445
ENSMUSG00000064057|Scgb3a1,0,0,4,0,0,0,0,0
ENSMUSG00000081570|Gm12192,0,0,0,4,0,0,0,0
ENSMUSG00000020362|Cnot6,1349,3547,2574,2787,2321,2722,1427,2483
ENSMUSG00000083061|Gm12191,256,240,189,213,213,235,173,231
ENSMUSG00000020366|Mapk9,3225,3878,2893,3014,2309,3204,2562,2763
ENSMUSG00000065417|Mir340,0,0,0,0,0,0,0,0
ENSMUSG00000020376|Rnf130,5200,6251,4924,5346,4403,6502,5776,5475
ENSMUSG00000007850|Hnrnph1,1249,3503,2938,3372,3203,3180,1567,3534
ENSMUSG00000020375|Rufy1,1152,1454,1229,1052,986,1060,782,719
ENSMUSG00000044296|Zfp879,31,8,23,31,4,12,13,7
ENSMUSG00000048728|Zfp454,51,105,48,4,12,13,0,10
ENSMUSG00000020335|Zfp354b,75,168,53,26,36,75,34,30
ENSMUSG00000049321|Zfp2,131,269,172,100,155,117,63,122
ENSMUSG00000020364|Zfp354a,101,145,113,50,62,42,46,20
ENSMUSG00000045942|BC049762,21,15,36,17,3,19,14,3
ENSMUSG00000020385|Clk4,483,1653,1121,2040,1392,1906,1126,2700
ENSMUSG00000085564|Gm12198,0,0,0,0,0,0,0,0
ENSMUSG00000087080|Gm12199,0,0,0,0,0,0,0,0
ENSMUSG00000085902|Gm12200,0,0,0,0,0,0,0,0
ENSMUSG00000036545|Adamts2,1207,924,1036,1008,769,1014,1097,1058
ENSMUSG00000063564|Col23a1,18,32,22,24,45,40,33,17
ENSMUSG00000001053|N4bp3,291,303,260,361,208,284,274,328
ENSMUSG00000052563|D930048N14Rik,130,254,304,34,39,38,33,10
ENSMUSG00000001054|Rmnd5b,1172,1005,845,1202,874,1077,1017,1096
ENSMUSG00000001056|Nhp2,1968,2012,1500,2320,1438,2338,1497,2188
ENSMUSG00000036644|Tbc1d9b,4973,3718,3181,2636,2337,3433,2077,2254
ENSMUSG00000015837|Sqstm1,24214,22337,20452,62669,30701,39799,64762,70268
ENSMUSG00000036620|Mgat4b,2856,2712,2473,2883,2216,2653,2219,2237
